External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160157,"Mar 7, 2016","Mar 20, 2016",11145.2,Ford KUGA FO_maart-2016,Net Cost (Calc Margin),012i0000001EB0nAAG,825570,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYieAAG,Video - Preroll 20s,25-54,
Netherlands Reference number: 20160465,"Aug 21, 2016","Sep 10, 2016",5700.09,2016-08 Greek Oikos Aug-sept 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,422229,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYiEAAW,Video - Preroll 20s,35-55,Female
Netherlands Reference number: 20160245,"Apr 18, 2016","May 31, 2016",11999.99,Inzet op Turbine segmenten : Gehele segment Business en subsegment Automotive_Wagon,Net Cost (Calc Margin),012i0000001EB0nAAG,857142,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYifAAG,Display - Frequency booster,,
Netherlands Reference number: 20160246,"Apr 18, 2016","May 31, 2016",2500,MDS-48634-2016-0381 -- Uw Maatwerk,Net Cost (Calc Margin),012i0000001EB0nAAG,416667,0,Externally Managed,Mobile Swipe Cube. Het materiaal wordt volledig aangeleverd. Om de interactie met de swipe cube in kaart te brengen gaan we een tag implementeren zodat we het aantal swipes in kaart kunnen brengen. Deze tag zet Xaxis op. Per event wordt er een tag aangemaakt (dus voor de verschillende visuals),6,CPM,3,Per campaign,0063100000fJYifAAG,Mobile - Halfpage ad,35-65,Male
Netherlands Reference number: 20160101,"Feb 8, 2016","Feb 26, 2016",935,Targeting op Breda met een straal van 45 km,Net Cost (Calc Margin),012i0000001EB0nAAG,155833,0,Externally Managed,,6,CPM,6,Per campaign,0063100000fJYiFAAW,Mobile - Halfpage ad,18-50,
Netherlands Reference number: 20160319,"May 23, 2016","Jun 12, 2016",19263.59,8-6: outstream toegevoegd,Net Cost (Calc Margin),012i0000001EB0nAAG,1284239,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYigAAG,Video - Preroll 30s,25-45,
Netherlands Reference number: 20160090,"Feb 15, 2016","Feb 26, 2016",1101.6,"2 vragen bij petra liggen: wat is de doelgroep en wat is de cap? extra info: bannering in Zandvoort straal 15 km, De Friday Night Out vindt plaats op 26 februari. De campagne dient daarom te
lopen tot en met deze dag.",Net Cost (Calc Margin),012i0000001EB0nAAG,400581,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiGAAW,Display - Standard,30-65,
Netherlands Reference number: 20160398,"Jul 4, 2016","Jul 24, 2016",19263.96,"Er is nog onduidelijkheid of de video 30 seconden of 20 seconden is. Ingekocht voor een gecombineerde CPM (12,50) echter is dit niet mogelijk met een 30sec video. Dit moet 15 CPM zijn. Hierover is contact opgenomen met Jessica.",Net Cost (Calc Margin),012i0000001EB0nAAG,1284264,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYihAAG,Video - Preroll 30s,25-45,
Netherlands Reference number: 20160405,"Jul 4, 2016","Jul 31, 2016",19039.16,30 sec video 22-7 met een week verlengd,Net Cost (Calc Margin),012i0000001EB0nAAG,1269277,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYihAAG,Video - Preroll 30s,25-45,
Netherlands Reference number: 20160141,"Mar 5, 2016","Mar 18, 2016",2380,Doelgroep: In het gebied Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,865454,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiHAAW,Display - Standard,25-55,
Netherlands Reference number: 20160477,"Aug 15, 2016","Sep 4, 2016",17628.99,"Wacht op omzetting in CPM tarief. Combi Video pakket (50% van de impressies op Desktop en 50% van de impressies In-app) o.b.v. 30""",Net Cost (Calc Margin),012i0000001EB0nAAG,1175266,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYiiAAG,Video - Preroll 30s,25-45,
Netherlands Reference number: 20160133,"Mar 4, 2016","Mar 18, 2016",2125,Doelgroep:Rotterdam,Net Cost (Calc Margin),012i0000001EB0nAAG,772727,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiIAAW,Display - Standard,35-65,
Netherlands Reference number: 20160203,"Apr 25, 2016","Jun 19, 2016",20963,BP_Fuels_Introduction Fuels Active Technology_Xaxis_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1552815,0,Externally Managed,Integral Ad Science pixel meeschieten vanwege brand safety meting. Onder score 850 moet een site worden verwijderd. De IAS rapportage moet wekelijks worden verstuurd. Twee flights: week 17 t/m 20 en week 22-24. 4 mei: de doelgroep is aangepast van 20-29 jaar naar 20-34 jaar,13.5,CPM,3,Per campaign,0063100000fJYijAAG,Video - Preroll 20s,20-34,
Netherlands Reference number: 20160103,"Mar 7, 2016","Mar 25, 2016",2749.75,Targeting op 40-65 jaar in de provincie Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,999909,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiJAAW,Display - Standard,40-65,
Netherlands Reference number: 20160009,"Jan 11, 2016","Feb 7, 2016",28044.93,CX3 OLV Januari,Net Cost (Calc Margin),012i0000001EB0nAAG,2077402,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYikAAG,Video - Preroll 20s,35-54,Male
Netherlands Reference number: 20160198,"Mar 31, 2016","Apr 28, 2016",1700,Cap= 15 per campaign.  Doelgroep man en vrouw Scheveningen en 45km radius.,Net Cost (Calc Margin),012i0000001EB0nAAG,618182,0,Externally Managed,,2.75,CPM,15,Per campaign,0063100000fJYiKAAW,Display - Standard,40-101,
Netherlands Reference number: 20160197,"Apr 26, 2016","May 29, 2016",83996.99,Contactklasse 3-5 aanhouden s.v.p.,Net Cost (Calc Margin),012i0000001EB0nAAG,5999785,0,Externally Managed,,14,CPM,5,Per campaign,0063100000fJYilAAG,Display - Frequency booster,25-54,Male
Netherlands Reference number: 20160208,"Apr 11, 2016","Apr 29, 2016",2541.39,Targeting 26-40 in en bij Breda met een straal van 45km.,Net Cost (Calc Margin),012i0000001EB0nAAG,924141,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiLAAW,Display - Standard,25-40,
Netherlands Reference number: 20160012,"Jan 4, 2016","Jan 31, 2016",33530.13,2016.IKEA.NEW.LIGHTING.01.OLV.-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2483713,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYimAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160125,"Apr 18, 2016","Apr 29, 2016",1201.2,Uitlevering desktop + tablet doelgroep vrouwen stad Utrecht (straal 15km),Net Cost (Calc Margin),012i0000001EB0nAAG,436800,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiMAAW,Display - Standard,25-65,Female
Netherlands Reference number: 20160004,"Jan 18, 2016","Jan 31, 2016",20950.89,Home & Deco,Net Cost (Calc Margin),012i0000001EB0nAAG,1676071,0,Externally Managed,,12.5,CPM,,,0063100000fJYinAAG,Display - Half Page Ad,,
Netherlands Reference number: 20160168,"Apr 11, 2016","Apr 29, 2016",1123.32,Targeting op provincie Friesland,Net Cost (Calc Margin),012i0000001EB0nAAG,408480,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiNAAW,Display - Standard,18-55,
Netherlands Reference number: 20160044,"Feb 1, 2016","Feb 21, 2016",23951.12,2016.IKEA.NEWS.BED.02.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1774157,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYioAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160255,"May 2, 2016","May 20, 2016",2065.5,Targeting op provincie Groningen en Drenthe + Vrouwen 18-55,Net Cost (Calc Margin),012i0000001EB0nAAG,751090,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiOAAW,Display - Standard,18-55,Female
Netherlands Reference number: 20160113,"Mar 7, 2016","Mar 23, 2016",16810.78,MEC-43633-2016-0305 -- 2016.IKEA.NEWS.BED.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1245243,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYipAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160114,"Mar 7, 2016","Mar 20, 2016",3593.99,MEC-43633-2016-0305 -- 2016.IKEA.NEWS.BED.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,312521,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYipAAG,Mobile - Video,20-34,Female
Netherlands Reference number: 20160278,"May 14, 2016","Jun 4, 2016",857.65,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,311872,0,Externally Managed,,2.75,CPM,5,Per campaign,0063100000fJYiPAAW,Display - Standard,25-40,
Netherlands Reference number: 20160279,"May 14, 2016","Jun 4, 2016",1865.75,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,310958,0,Externally Managed,,6,CPM,5,Per campaign,0063100000fJYiPAAW,Mobile - Halfpage ad,25-40,
Netherlands Reference number: 20160166,"Apr 4, 2016","Apr 20, 2016",13548.83,Campagne mag verlengd worden met max 3 dagen. Nieuw materiaal mag gebruikt worden,Net Cost (Calc Margin),012i0000001EB0nAAG,1003617,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYiqAAG,Video - Preroll 20s,20-39,Female
Netherlands Reference number: 20160167,"Apr 4, 2016","Apr 17, 2016",6980.42,2016.IKEA.NEWS.SOFA.04.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,606993,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYiqAAG,Mobile - Video,20-39,Female
Netherlands Reference number: 20160227,"May 30, 2016","Jun 17, 2016",1252.05,Targeting op provincie Friesland. Materiaal wordt aangeleverd op 24 mei.,Net Cost (Calc Margin),012i0000001EB0nAAG,455290,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiQAAW,Display - Standard,18-40,
Netherlands Reference number: 20160261,"May 9, 2016","Jun 6, 2016",16286.85,"25 sec video, 6-6: mag max 3 dagen verlengd worden",Net Cost (Calc Margin),012i0000001EB0nAAG,1085790,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYirAAG,Video - Preroll 30s,20-39,Female
Netherlands Reference number: 20160262,"May 9, 2016","Jun 6, 2016",26725.69,"25 sec video, 6-6: mag max 3 dagen verlengd worden",Net Cost (Calc Margin),012i0000001EB0nAAG,2323973,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYirAAG,Mobile - Video,20-39,Female
Netherlands Reference number: 20160228,"May 30, 2016","Jun 17, 2016",2200,Targeting op provincie Groningen en Drenthe. Materiaal wordt aangeleverd op 24 mei.,Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiRAAW,Display - Standard,18-40,
Netherlands Reference number: 20150810,"Nov 20, 2015","Jan 3, 2016",43200,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,3200000,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYisAAG,Xaxis TV,18-30,
Netherlands Reference number: 20160295,"Jun 13, 2016","Jun 24, 2016",1101.6,Targeting op Zandvoort met een straal van 15 km en doelgroep 30-65 jaar,Net Cost (Calc Margin),012i0000001EB0nAAG,400581,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiSAAW,Display - Standard,30-65,
Netherlands Reference number: 20150807,"Nov 20, 2015","Jan 3, 2016",16100,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,1400000,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYitAAG,Xaxis TV,18-30,
Netherlands Reference number: 20160347,"Jun 6, 2016","Jun 24, 2016",500,- desktop + tablet web,Net Cost (Calc Margin),012i0000001EB0nAAG,181818,0,Externally Managed,,2.75,CPM,5,Per campaign,0063100000fJYiTAAW,Display - Standard,25-55,
Netherlands Reference number: 20160348,"Jun 6, 2016","Jun 24, 2016",2490,MBA-80912-2016-0209 -- Friday Night Out Jan Smit,Net Cost (Calc Margin),012i0000001EB0nAAG,199200,0,Externally Managed,,12.5,CPM,5,Per campaign,0063100000fJYiTAAW,Display - Half Page Ad,25-55,
Netherlands Reference number: 20150808,"Nov 20, 2015","Jan 3, 2016",32200,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,2800000,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYiuAAG,Xaxis TV,18-30,
Netherlands Reference number: 20160328,"Jul 11, 2016","Jul 29, 2016",2749.75,Targeting: 40-65 jaar + provincies Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,999909,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiUAAW,Display - Standard,40-65,
Netherlands Reference number: 20150809,"Nov 20, 2015","Jan 3, 2016",29911.97,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,2800000,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYivAAG,Xaxis TV,18-30,
Netherlands Reference number: 20160393,"Jul 1, 2016","Jul 31, 2016",2125,Desktop en Tablet. Doelgroep betreft 25-55 en Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,151786,0,Externally Managed,,14,CPM,5,Per campaign,0063100000fJYiVAAW,Display - Frequency booster,25-55,
Netherlands Reference number: 20160047,"Jan 14, 2016","Jan 31, 2016",24570,Bestaande spot,Net Cost (Calc Margin),012i0000001EB0nAAG,1820000,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYiwAAG,Video - Preroll 20s,16-30,
Netherlands Reference number: 20160061,"Jan 14, 2016","Jan 31, 2016",23321.69,2016.TELE2.CONSUMENT.YOKO.01.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2027973,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYiwAAG,Mobile - Video,16-30,
Netherlands Reference number: 20160390,"Jun 27, 2016","Jul 10, 2016",637.5,"Tablet en Smartphone, web en In-app. Doelgroep betreft 30+ en Zandvoort met een straal van 5 km. Let op: er is nog een tweede flight (20160391)",Net Cost (Calc Margin),012i0000001EB0nAAG,106250,0,Externally Managed,,6,CPM,5,Per campaign,0063100000fJYiWAAW,Mobile - Halfpage ad,30+,
Netherlands Reference number: 20160391,"Jul 25, 2016","Aug 7, 2016",637.5,"Tablet en Smartphone, web en In-app. Doelgroep betreft 30+ en Zandvoort met een straal van 5 km",Net Cost (Calc Margin),012i0000001EB0nAAG,106250,0,Externally Managed,,6,CPM,5,Per campaign,0063100000fJYiWAAW,Mobile - Halfpage ad,30+,
Netherlands Reference number: 20160075,"Feb 26, 2016","Mar 18, 2016",25500,Desktop- Nieuw materiaal,Net Cost (Calc Margin),012i0000001EB0nAAG,1888889,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYixAAG,Video - Preroll 20s,18-30,
Netherlands Reference number: 20160076,"Feb 26, 2016","Mar 13, 2016",22856.84,tablet & smartphone - Nieuw materiaal,Net Cost (Calc Margin),012i0000001EB0nAAG,1987551,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYixAAG,Mobile - Video,18-30,
Netherlands Reference number: 20160367,"Aug 8, 2016","Aug 26, 2016",1239.3,Targeting: 40-65 jaar en provincie Friesland,Net Cost (Calc Margin),012i0000001EB0nAAG,450654,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiXAAW,Display - Standard,40-65,
Netherlands Reference number: 20160224,"Apr 22, 2016","May 18, 2016",10798.33,MEC-78754-2016-0650 -- 2016.TELE2.CONS.NO2GEORGE.0405.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,799876,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYiyAAG,Video - Preroll 20s,18-34,
Netherlands Reference number: 20160225,"Apr 22, 2016","May 18, 2016",23326.61,MEC-78754-2016-0650 -- 2016.TELE2.CONS.NO2GEORGE.0405.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2028401,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYiyAAG,Mobile - Video,18-34,
Netherlands Reference number: 20160494,"Sep 12, 2016","Sep 30, 2016",2199.8,Regiotargeting: Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,799927,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiYAAW,Display - Standard,18-40,Male
Netherlands Reference number: 20160248,"May 23, 2016","Jun 12, 2016",17124.94,Stond  7-6-16  op stil. Gelijkmatige uitlevering s.v.p. DMA tag wordt meegeschoten. CAP verhoogd naar 2,Net Cost (Calc Margin),012i0000001EB0nAAG,1268514,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYizAAG,Video - Preroll 20s,18-34,
Netherlands Reference number: 20160249,"May 23, 2016","Jun 12, 2016",16999.99,Stond 7-7-16 op stil. Gelijkmatige uitlevering s.v.p. DMA tag wordt meegeschoten.,Net Cost (Calc Margin),012i0000001EB0nAAG,1478260,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYizAAG,Mobile - Video,18-34,
Netherlands Reference number: 20160399,"Jul 11, 2016","Nov 29, 2016",1041.25,Regiotargeting: Breda,Net Cost (Calc Margin),012i0000001EB0nAAG,378636,0,Externally Managed,,2.75,CPM,7,Per campaign,0063100000fJYiZAAW,Display - Standard,25+,
Netherlands Reference number: 20160400,"Jul 11, 2016","Jul 29, 2016",1275,Duaal (50-50) insteken. Oftewel de helft van de impressies op 1. locatie Breda en omgeving targeten en 2. op de doelgroep 25+ en umfeld gaming en lifestyle.,Net Cost (Calc Margin),012i0000001EB0nAAG,510000,0,Externally Managed,,2.5,CPM,7,Per campaign,0063100000fJYiZAAW,Mobile - Standard,25+,
Netherlands Reference number: 20160378,"Jun 27, 2016","Jul 20, 2016",12646.54,OLV Spot Golfbaan: 70% & OLV Spot Baby (danszaal tags): 30%,Net Cost (Calc Margin),012i0000001EB0nAAG,936781,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYj0AAG,Video - Preroll 20s,35-49,
Netherlands Reference number: 20160379,"Jun 27, 2016","Jul 17, 2016",21478.39,OLV Spot Golfbaan: 70% & OLV Spot Baby (danszaal tags): 30%,Net Cost (Calc Margin),012i0000001EB0nAAG,1867686,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYj0AAG,Mobile - Video,18-34,
Netherlands Reference number: 20160023,"Feb 15, 2016","Mar 13, 2016",64400,30% netto bereik,Net Cost (Calc Margin),012i0000001EB0nAAG,4600000,0,Externally Managed,,14,CPM,,,0063100000fJYj1AAG,Display - Frequency booster,35-50,
Netherlands Reference number: 20160025,"Feb 29, 2016","Apr 10, 2016",18000,2016.GEBERIT.AQUACLEAN.B2C.0205.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3000000,0,Externally Managed,,6,CPM,,,0063100000fJYj1AAG,Mobile - Halfpage ad,,
Netherlands Reference number: 20160041,"Feb 15, 2016","Mar 27, 2016",0,2016.GEBERIT.AQUACLEAN.B2C.0205.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3400000,0,Externally Managed,,0,CPM,7,Per campaign,0063100000fJYj1AAG,Display - Standard Visibility,,
Netherlands Reference number: 20160363,"Jun 26, 2016","Aug 10, 2016",1924.12,2016.GEBERIT.AQUACLEAN.B2C.VTWONENSYNC.0507.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,137437,0,Externally Managed,"Sync op basis van timetargeting (Vt wonen) Er zijn twee momenten voor de sync:
SBS6 26-6 19.30-20.30 (‘reguliere herhaling’)
SBS9 10-8 19.30-20.30 (herhaling)
En de sync mag 3 uur ingezet worden; een uur ervoor, tijdens en erna. Dus de sync mag aan vanaf 18.30 tot 21.30.                                                                                                                         Freq. cap van 10 per sync moment",14,CPM,,,0063100000fJYj2AAG,Display - Frequency booster,30-50,
Netherlands Reference number: 20160364,"Jun 26, 2016","Aug 10, 2016",825,2016.GEBERIT.AQUACLEAN.B2C.VTWONENSYNC.0507.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,300000,0,Externally Managed,"Sync op basis van timetargeting (Vt wonen) Er zijn twee momenten voor de sync:
SBS6 26-6 19.30-20.30 (‘reguliere herhaling’)
SBS9 10-8 19.30-20.30 (herhaling)
En de sync mag 3 uur ingezet worden; een uur ervoor, tijdens en erna. Dus de sync mag aan vanaf 18.30 tot 21.30                                                                                                                                Freq. cap van 10 per sync moment",2.75,CPM,,,0063100000fJYj2AAG,Display - Standard,30-50,
Netherlands Reference number: 20160207,"Apr 28, 2016","May 17, 2016",7200,04 mei: Smartphone (web) is geactiveerd voor het Hemelvaart weekend.,Net Cost (Calc Margin),012i0000001EB0nAAG,533333,0,Externally Managed,,13.5,CPM,4,Per campaign,0063100000fJYj3AAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160069,"Jan 25, 2016","Feb 14, 2016",8434.54,2016.Stage_BEAUTY_AND_THE BEAST_OLV.JAN/FEB,Net Cost (Calc Margin),012i0000001EB0nAAG,624781,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYj4AAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160232,"Apr 11, 2016","Apr 20, 2016",9403.26,Stage_Bodyguard_OLV_April_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,696538,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYj5AAG,Video - Preroll 20s,25-54,Female
Netherlands Reference number: 20160320,"May 15, 2016","May 21, 2016",4701.63,Stage_Bodyguard_OLV_Mei_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,348269,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYj6AAG,Video - Preroll 20s,25-55,Female
Netherlands Reference number: 20160368,"May 29, 2016","Jun 11, 2016",8020.01,Stage_Bodyguard_OLV_Mei_Juni_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,594075,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYj7AAG,Video - Preroll 20s,25-55,Female
Netherlands Reference number: 20160365,"Jun 1, 2016","Jun 14, 2016",11365.56,Stage_Beauty and The Beast_OLV_Juni_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,841893,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYj8AAG,Video - Preroll 20s,20-49,
Netherlands Reference number: 20160381,"Jun 13, 2016","Jun 29, 2016",10316.63,Verlengd tot de 29e,Net Cost (Calc Margin),012i0000001EB0nAAG,764195,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYj9AAG,Video - Preroll 20s,25-54,Female
Netherlands Reference number: 20160475,"Aug 15, 2016","Aug 20, 2016",6535.31,MEC-98972-2016-1514 -- 2016.AH.WK33.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjaAAG,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160492,"Aug 19, 2016","Aug 31, 2016",4918.05,MAX-132715-2016-0430 -- Koch - F1 OLV - Aug 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,327870,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYjAAAW,Video - Preroll 30s,20-34,Male
Netherlands Reference number: 20160397,"Jul 1, 2016","Sep 30, 2016",24851.34,2016.AH.ECOM.ALIBI.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1775096,0,Externally Managed,"Retargeting campagne; Deze campagne wordt door Bannerconnect geretarget met de kleinere formaten (IAB). Er moet dus een segment aangemaakt worden, deze wordt door Rick ban Banner Connecy aangeleverd. Rick Terpelle laten weten zodra de campagne live staat. : Family & Parenting Babies & Toddlers en Pregnancy",14,CPM,,,0063100000fJYjbAAG,Display - Frequency booster,,Female
Netherlands Reference number: 20160036,"Jan 2, 2016","Jan 8, 2016",24417.16,Babies & Toddlers,Net Cost (Calc Margin),012i0000001EB0nAAG,1744083,0,Externally Managed,,14,CPM,,,0063100000fJYjBAAW,Display - Frequency booster,,
Netherlands Reference number: 20160037,"Jan 2, 2016","Jan 8, 2016",21000,Regiotargeting - zie mail Esther op 30 december,Net Cost (Calc Margin),012i0000001EB0nAAG,3500000,0,Externally Managed,,6,CPM,,,0063100000fJYjBAAW,Mobile - Halfpage ad,,
Netherlands Reference number: 20150798,"Nov 30, 2015","Jan 3, 2016",36396.32,2015.AEGON.COMMUNICATIE.MERKCAMPAGNE.1112.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2696024,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjcAAG,Xaxis TV,20-34,
Netherlands Reference number: 20160011,"Jan 3, 2016","Jan 15, 2016",14960,2016.AH.HAM.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1108148,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjCAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160020,"Jan 25, 2016","Jan 31, 2016",20495.42,2016.AEGON.COMMUNICATIE.MERKCAMPAGNE.01.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1518179,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjdAAG,Video - Preroll 30s,35-49,
Netherlands Reference number: 20160018,"Jan 17, 2016","Jan 29, 2016",14960,2016.AH.GOE.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1108148,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjDAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160074,"Feb 1, 2016","Feb 14, 2016",19484.54,2016.AEGON.COMMUNICATIE.PENNYWISEFOOLISCH.02.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1443299,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjeAAG,Video - Preroll 20s,30-49,
Netherlands Reference number: 20160064,"Jan 18, 2016","Jan 30, 2016",9143.56,"Regiotargeting in: Amsterdam, Rotterdam, Utrecht, Leusden, Blaricum, Huizen, Hilversum, Naarden, Bussum, Laren, Apeldoorn, Baarn, Soest en extra druk in Amersfoort.",Net Cost (Calc Margin),012i0000001EB0nAAG,1523926,0,Externally Managed,,6,CPM,5,Per campaign,0063100000fJYjEAAW,Mobile - Halfpage ad,,
Netherlands Reference number: 20160134,"Feb 29, 2016","Mar 13, 2016",11537.05,"De Video Zaklamp wordt ingezet broadcasters en de cutdown van 20 sec voor de overige kanalen (TMG, Sanoma etc). Graag separaat meemeten. Metrixlab meet mee!",Net Cost (Calc Margin),012i0000001EB0nAAG,854596,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjfAAG,Video - Preroll 20s,35-49,
Netherlands Reference number: 20160046,"Jan 31, 2016","Feb 19, 2016",21292.5,2016.AH.SMU.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1577222,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjFAAW,Video - Preroll 20s,20-34,Female
